,Content,Sentiment,Label,caseFold,PuncRev,review_token,stopwords_removal,stemming
2719,"Suka sama aplikasinya. Lengkap mau buat apapun bisa.. Buka deposito juga gampang, sangat memudahkan untuk menabung..",positif,1,"suka sama aplikasinya. lengkap mau buat apapun bisa.. buka deposito juga gampang, sangat memudahkan untuk menabung..",suka sama aplikasinya  lengkap mau buat apapun bisa  buka deposito juga gampang  sangat memudahkan untuk menabung ,"['suka', 'sama', 'aplikasinya', 'lengkap', 'mau', 'buat', 'apapun', 'bisa', 'buka', 'deposito', 'juga', 'gampang', 'sangat', 'memudahkan', 'untuk', 'menabung']","['suka', 'aplikasinya', 'lengkap', 'apapun', 'buka', 'deposito', 'gampang', 'memudahkan', 'menabung']","['suka', 'aplikasi', 'lengkap', 'apa', 'buka', 'deposito', 'gampang', 'mudah', 'tabung']"
2720,Bank terudet sedunia mau buka rekening aja banyak banget syarat nya..seakan kaga butuh nasabah pantes susah berkembang,negatif,-1,bank terudet sedunia mau buka rekening aja banyak banget syarat nya..seakan kaga butuh nasabah pantes susah berkembang,bank terudet sedunia mau buka rekening aja banyak banget syarat nya seakan kaga butuh nasabah pantes susah berkembang,"['bank', 'terudet', 'sedunia', 'mau', 'buka', 'rekening', 'aja', 'banyak', 'banget', 'syarat', 'nya', 'seakan', 'kaga', 'butuh', 'nasabah', 'pantes', 'susah', 'berkembang']","['bank', 'terudet', 'sedunia', 'buka', 'rekening', 'aja', 'banget', 'syarat', 'nya', 'seakan', 'kaga', 'butuh', 'nasabah', 'pantes', 'susah', 'berkembang']","['bank', 'udet', 'dunia', 'buka', 'rekening', 'aja', 'banget', 'syarat', 'nya', 'akan', 'kaga', 'butuh', 'nasabah', 'pantes', 'susah', 'kembang']"
2721,"Ini aplikasi octo makin hari tambah ngaco, malah sekarang gak bisa dibuka cok..",negatif,-1,"ini aplikasi octo makin hari tambah ngaco, malah sekarang gak bisa dibuka cok..",ini aplikasi octo makin hari tambah ngaco  malah sekarang gak bisa dibuka cok ,"['ini', 'aplikasi', 'octo', 'makin', 'hari', 'tambah', 'ngaco', 'malah', 'sekarang', 'gak', 'bisa', 'dibuka', 'cok']","['aplikasi', 'octo', 'ngaco', 'gak', 'dibuka', 'cok']","['aplikasi', 'octo', 'ngaco', 'gak', 'buka', 'cok']"
2722,Gk bisa d akses,negatif,-1,gk bisa d akses,gk bisa d akses,"['gk', 'bisa', 'd', 'akses']","['gk', 'd', 'akses']","['gk', 'd', 'akses']"
2723,Lbh mudah bertransaksi,positif,1,lbh mudah bertransaksi,lbh mudah bertransaksi,"['lbh', 'mudah', 'bertransaksi']","['lbh', 'mudah', 'bertransaksi']","['lbh', 'mudah', 'transaksi']"
2724,Good,positif,1,good,good,['good'],['good'],['good']
2725,Bagus dan Mudah,positif,1,bagus dan mudah,bagus dan mudah,"['bagus', 'dan', 'mudah']","['bagus', 'mudah']","['bagus', 'mudah']"
2726,Kerennn dan canggih,positif,1,kerennn dan canggih,kerennn dan canggih,"['kerennn', 'dan', 'canggih']","['kerennn', 'canggih']","['kerennn', 'canggih']"
2727,Alhamdulillah...,positif,1,alhamdulillah...,alhamdulillah ,['alhamdulillah'],['alhamdulillah'],['alhamdulillah']
2728,Simple,positif,1,simple,simple,['simple'],['simple'],['simple']
2729,ðŸ˜˜,positif,1,ðÿ˜˜, ,[],[],[]
2730,Ini gimana sih Octo semakin di update semakin gak bisa masuk .jadi males nabung di CIMB niaga,negatif,-1,ini gimana sih octo semakin di update semakin gak bisa masuk .jadi males nabung di cimb niaga,ini gimana sih octo semakin di update semakin gak bisa masuk  jadi males nabung di cimb niaga,"['ini', 'gimana', 'sih', 'octo', 'semakin', 'di', 'update', 'semakin', 'gak', 'bisa', 'masuk', 'jadi', 'males', 'nabung', 'di', 'cimb', 'niaga']","['gimana', 'sih', 'octo', 'update', 'gak', 'masuk', 'males', 'nabung', 'cimb', 'niaga']","['gimana', 'sih', 'octo', 'update', 'gak', 'masuk', 'males', 'nabung', 'cimb', 'niaga']"
2731,"Slow respon ni operator, ngirim passcode aja lama banget",negatif,-1,"slow respon ni operator, ngirim passcode aja lama banget",slow respon ni operator  ngirim passcode aja lama banget,"['slow', 'respon', 'ni', 'operator', 'ngirim', 'passcode', 'aja', 'lama', 'banget']","['slow', 'respon', 'ni', 'operator', 'ngirim', 'passcode', 'aja', 'banget']","['slow', 'respon', 'ni', 'operator', 'ngirim', 'passcode', 'aja', 'banget']"
2732,"Aplikasi yg aneh,m bangking bank sebelah plat merah tidak prnah gangguan ato apapun..lah ini ktnya swasta modal gede,aplikasi kok gk prnah bisa masuk..sdh masuk,langsung ilang,balik lg ke menu android....gmana mw transaksi m bangking klo msh ky gini. ??!masa harus kembali byr2 lwt kartu atm jg..?!prcuma download octo dong...",negatif,-1,"aplikasi yg aneh,m bangking bank sebelah plat merah tidak prnah gangguan ato apapun..lah ini ktnya swasta modal gede,aplikasi kok gk prnah bisa masuk..sdh masuk,langsung ilang,balik lg ke menu android....gmana mw transaksi m bangking klo msh ky gini. ??!masa harus kembali byr2 lwt kartu atm jg..?!prcuma download octo dong...",aplikasi yg aneh m bangking bank sebelah plat merah tidak prnah gangguan ato apapun lah ini ktnya swasta modal gede aplikasi kok gk prnah bisa masuk sdh masuk langsung ilang balik lg ke menu android gmana mw transaksi m bangking klo msh ky gini   masa harus kembali byr  lwt kartu atm jg prcuma download octo dong ,"['aplikasi', 'yg', 'aneh', 'm', 'bangking', 'bank', 'sebelah', 'plat', 'merah', 'tidak', 'prnah', 'gangguan', 'ato', 'apapun', 'lah', 'ini', 'ktnya', 'swasta', 'modal', 'gede', 'aplikasi', 'kok', 'gk', 'prnah', 'bisa', 'masuk', 'sdh', 'masuk', 'langsung', 'ilang', 'balik', 'lg', 'ke', 'menu', 'android', 'gmana', 'mw', 'transaksi', 'm', 'bangking', 'klo', 'msh', 'ky', 'gini', 'masa', 'harus', 'kembali', 'byr', 'lwt', 'kartu', 'atm', 'jg', 'prcuma', 'download', 'octo', 'dong']","['aplikasi', 'yg', 'aneh', 'm', 'bangking', 'bank', 'sebelah', 'plat', 'merah', 'prnah', 'gangguan', 'ato', 'apapun', 'ktnya', 'swasta', 'modal', 'gede', 'aplikasi', 'gk', 'prnah', 'masuk', 'sdh', 'masuk', 'langsung', 'ilang', 'lg', 'menu', 'android', 'gmana', 'mw', 'transaksi', 'm', 'bangking', 'klo', 'msh', 'ky', 'gini', 'byr', 'lwt', 'kartu', 'atm', 'jg', 'prcuma', 'download', 'octo']","['aplikasi', 'yg', 'aneh', 'm', 'bangking', 'bank', 'belah', 'plat', 'merah', 'prnah', 'ganggu', 'ato', 'apa', 'ktnya', 'swasta', 'modal', 'gede', 'aplikasi', 'gk', 'prnah', 'masuk', 'sdh', 'masuk', 'langsung', 'ilang', 'lg', 'menu', 'android', 'gmana', 'mw', 'transaksi', 'm', 'bangking', 'klo', 'msh', 'ky', 'gin', 'byr', 'lwt', 'kartu', 'atm', 'jg', 'prcuma', 'download', 'octo']"
2733,Bgus,positif,1,bgus,bgus,['bgus'],['bgus'],['bgus']
2734,Jelek aplikasi dan adminnya gede banyak yang korupsi,negatif,-1,jelek aplikasi dan adminnya gede banyak yang korupsi,jelek aplikasi dan adminnya gede banyak yang korupsi,"['jelek', 'aplikasi', 'dan', 'adminnya', 'gede', 'banyak', 'yang', 'korupsi']","['jelek', 'aplikasi', 'adminnya', 'gede', 'korupsi']","['jelek', 'aplikasi', 'adminnya', 'gede', 'korupsi']"
2735,Apaan sih aplikasi ga bisa login sama skali kluar mulu,negatif,-1,apaan sih aplikasi ga bisa login sama skali kluar mulu,apaan sih aplikasi ga bisa login sama skali kluar mulu,"['apaan', 'sih', 'aplikasi', 'ga', 'bisa', 'login', 'sama', 'skali', 'kluar', 'mulu']","['sih', 'aplikasi', 'ga', 'login', 'skali', 'kluar', 'mulu']","['sih', 'aplikasi', 'ga', 'login', 'skali', 'kluar', 'mulu']"
2736,Dengan octo mobil cimb transaksi semakin mudah,positif,1,dengan octo mobil cimb transaksi semakin mudah,dengan octo mobil cimb transaksi semakin mudah,"['dengan', 'octo', 'mobil', 'cimb', 'transaksi', 'semakin', 'mudah']","['octo', 'mobil', 'cimb', 'transaksi', 'mudah']","['octo', 'mobil', 'cimb', 'transaksi', 'mudah']"
2737,Error...,negatif,-1,error...,error ,['error'],['error'],['error']
2738,"Top,simple,mantab",positif,1,"top,simple,mantab",top simple mantab,"['top', 'simple', 'mantab']","['top', 'simple', 'mantab']","['top', 'simple', 'mantab']"
2739,"Kenapa perangkat saya tidak bisa mengakses octo mobile ini? Padahal baru pertama kali install Tulisan ""mohon maaf saat ini perangkat anda tidak dapat digunakan untuk mengakses octo mobile"" apaan dah",negatif,-1,"kenapa perangkat saya tidak bisa mengakses octo mobile ini? padahal baru pertama kali install tulisan ""mohon maaf saat ini perangkat anda tidak dapat digunakan untuk mengakses octo mobile"" apaan dah",kenapa perangkat saya tidak bisa mengakses octo mobile ini  padahal baru pertama kali install tulisan  mohon maaf saat ini perangkat anda tidak dapat digunakan untuk mengakses octo mobile  apaan dah,"['kenapa', 'perangkat', 'saya', 'tidak', 'bisa', 'mengakses', 'octo', 'mobile', 'ini', 'padahal', 'baru', 'pertama', 'kali', 'install', 'tulisan', 'mohon', 'maaf', 'saat', 'ini', 'perangkat', 'anda', 'tidak', 'dapat', 'digunakan', 'untuk', 'mengakses', 'octo', 'mobile', 'apaan', 'dah']","['perangkat', 'mengakses', 'octo', 'mobile', 'kali', 'install', 'tulisan', 'mohon', 'maaf', 'perangkat', 'mengakses', 'octo', 'mobile', 'dah']","['perangkat', 'akses', 'octo', 'mobile', 'kali', 'install', 'tulis', 'mohon', 'maaf', 'perangkat', 'akses', 'octo', 'mobile', 'dah']"
2740,sering gangguan,negatif,-1,sering gangguan,sering gangguan,"['sering', 'gangguan']",['gangguan'],['ganggu']
2741,Aplikasiny semakin bagus,positif,1,aplikasiny semakin bagus,aplikasiny semakin bagus,"['aplikasiny', 'semakin', 'bagus']","['aplikasiny', 'bagus']","['aplikasiny', 'bagus']"
2742,"Fitur lengkap sekali, sangat membantu",positif,1,"fitur lengkap sekali, sangat membantu",fitur lengkap sekali  sangat membantu,"['fitur', 'lengkap', 'sekali', 'sangat', 'membantu']","['fitur', 'lengkap', 'membantu']","['fitur', 'lengkap', 'bantu']"
2743,Ok banget,positif,1,ok banget,ok banget,"['ok', 'banget']","['ok', 'banget']","['ok', 'banget']"
2744,Sangat mudah untuk digunakan,negatif,-1,sangat mudah untuk digunakan,sangat mudah untuk digunakan,"['sangat', 'mudah', 'untuk', 'digunakan']",['mudah'],['mudah']
2745,Aplikasi banking yabg mudah dan gampang bisa liat tabungan dan kartu kredit.,positif,1,aplikasi banking yabg mudah dan gampang bisa liat tabungan dan kartu kredit.,aplikasi banking yabg mudah dan gampang bisa liat tabungan dan kartu kredit ,"['aplikasi', 'banking', 'yabg', 'mudah', 'dan', 'gampang', 'bisa', 'liat', 'tabungan', 'dan', 'kartu', 'kredit']","['aplikasi', 'banking', 'yabg', 'mudah', 'gampang', 'liat', 'tabungan', 'kartu', 'kredit']","['aplikasi', 'banking', 'yabg', 'mudah', 'gampang', 'liat', 'tabung', 'kartu', 'kredit']"
2746,"Pelayanan buruk,ngurus nya super ribet ketika buka oktomobile yang terblokir,,,data ktp sudah pas,data sidik jari sudah benar,email sudah benar juga, data transaksi terakhir benar,,eehh cuman ttd aja gak 100% mirip ditolak,,seluruh keluarga saya, saya haramkan mengunakan cimb lagi,, kecewa,ending trakhir nya aneh banget data ktp kosong loh kok bisa,awal dicocokan bisa, berbelit belit.. Mending gue pakai BRI lagi aja",negatif,-1,"pelayanan buruk,ngurus nya super ribet ketika buka oktomobile yang terblokir,,,data ktp sudah pas,data sidik jari sudah benar,email sudah benar juga, data transaksi terakhir benar,,eehh cuman ttd aja gak 100% mirip ditolak,,seluruh keluarga saya, saya haramkan mengunakan cimb lagi,, kecewa,ending trakhir nya aneh banget data ktp kosong loh kok bisa,awal dicocokan bisa, berbelit belit.. mending gue pakai bri lagi aja",pelayanan buruk ngurus nya super ribet ketika buka oktomobile yang terblokir data ktp sudah pas data sidik jari sudah benar email sudah benar juga  data transaksi terakhir benar eehh cuman ttd aja gak   mirip ditolak seluruh keluarga saya  saya haramkan mengunakan cimb lagi  kecewa ending trakhir nya aneh banget data ktp kosong loh kok bisa awal dicocokan bisa  berbelit belit  mending gue pakai bri lagi aja,"['pelayanan', 'buruk', 'ngurus', 'nya', 'super', 'ribet', 'ketika', 'buka', 'oktomobile', 'yang', 'terblokir', 'data', 'ktp', 'sudah', 'pas', 'data', 'sidik', 'jari', 'sudah', 'benar', 'email', 'sudah', 'benar', 'juga', 'data', 'transaksi', 'terakhir', 'benar', 'eehh', 'cuman', 'ttd', 'aja', 'gak', 'mirip', 'ditolak', 'seluruh', 'keluarga', 'saya', 'saya', 'haramkan', 'mengunakan', 'cimb', 'lagi', 'kecewa', 'ending', 'trakhir', 'nya', 'aneh', 'banget', 'data', 'ktp', 'kosong', 'loh', 'kok', 'bisa', 'awal', 'dicocokan', 'bisa', 'berbelit', 'belit', 'mending', 'gue', 'pakai', 'bri', 'lagi', 'aja']","['pelayanan', 'buruk', 'ngurus', 'nya', 'super', 'ribet', 'buka', 'oktomobile', 'terblokir', 'data', 'ktp', 'pas', 'data', 'sidik', 'jari', 'email', 'data', 'transaksi', 'eehh', 'cuman', 'ttd', 'aja', 'gak', 'ditolak', 'keluarga', 'haramkan', 'mengunakan', 'cimb', 'kecewa', 'ending', 'trakhir', 'nya', 'aneh', 'banget', 'data', 'ktp', 'kosong', 'loh', 'dicocokan', 'berbelit', 'belit', 'mending', 'gue', 'pakai', 'bri', 'aja']","['layan', 'buruk', 'ngurus', 'nya', 'super', 'ribet', 'buka', 'oktomobile', 'blokir', 'data', 'ktp', 'pas', 'data', 'sidik', 'jari', 'email', 'data', 'transaksi', 'eehh', 'cuman', 'ttd', 'aja', 'gak', 'tolak', 'keluarga', 'haram', 'mengunakan', 'cimb', 'kecewa', 'ending', 'trakhir', 'nya', 'aneh', 'banget', 'data', 'ktp', 'kosong', 'loh', 'cocok', 'belit', 'belit', 'mending', 'gue', 'pakai', 'bri', 'aja']"
2747,Very good,positif,1,very good,very good,"['very', 'good']","['very', 'good']","['very', 'good']"
2748,"Ini kenapa sekarang , udah finger print , dan keterangannya tidak bisa memproses data , datanya null, mksdnya apa ya ?? Atau baru mau log in udh kluar sendiri. Sekarang sering bnget seperti itu .",negatif,-1,"ini kenapa sekarang , udah finger print , dan keterangannya tidak bisa memproses data , datanya null, mksdnya apa ya ?? atau baru mau log in udh kluar sendiri. sekarang sering bnget seperti itu .",ini kenapa sekarang   udah finger print   dan keterangannya tidak bisa memproses data   datanya null  mksdnya apa ya   atau baru mau log in udh kluar sendiri  sekarang sering bnget seperti itu  ,"['ini', 'kenapa', 'sekarang', 'udah', 'finger', 'print', 'dan', 'keterangannya', 'tidak', 'bisa', 'memproses', 'data', 'datanya', 'null', 'mksdnya', 'apa', 'ya', 'atau', 'baru', 'mau', 'log', 'in', 'udh', 'kluar', 'sendiri', 'sekarang', 'sering', 'bnget', 'seperti', 'itu']","['udah', 'finger', 'print', 'keterangannya', 'memproses', 'data', 'datanya', 'null', 'mksdnya', 'ya', 'log', 'in', 'udh', 'kluar', 'bnget']","['udah', 'finger', 'print', 'terang', 'proses', 'data', 'data', 'null', 'mksdnya', 'ya', 'log', 'in', 'udh', 'kluar', 'bnget']"
2749,Saran saya..coba buatkan LOGIN pakai scan wajah...,netral,0,saran saya..coba buatkan login pakai scan wajah...,saran saya coba buatkan login pakai scan wajah ,"['saran', 'saya', 'coba', 'buatkan', 'login', 'pakai', 'scan', 'wajah']","['saran', 'coba', 'buatkan', 'login', 'pakai', 'scan', 'wajah']","['saran', 'coba', 'buat', 'login', 'pakai', 'scan', 'wajah']"
2750,"Sangat bermanfaat sekali saat malam2 ga bisa keluar rumah,banyakin promonya ya.",positif,1,"sangat bermanfaat sekali saat malam2 ga bisa keluar rumah,banyakin promonya ya.",sangat bermanfaat sekali saat malam  ga bisa keluar rumah banyakin promonya ya ,"['sangat', 'bermanfaat', 'sekali', 'saat', 'malam', 'ga', 'bisa', 'keluar', 'rumah', 'banyakin', 'promonya', 'ya']","['bermanfaat', 'malam', 'ga', 'rumah', 'banyakin', 'promonya', 'ya']","['manfaat', 'malam', 'ga', 'rumah', 'banyakin', 'promonya', 'ya']"
2751,Punya rekening ponsel Jaya lah selalu CIMB NIAGA Mudah dan gampang,positif,1,punya rekening ponsel jaya lah selalu cimb niaga mudah dan gampang,punya rekening ponsel jaya lah selalu cimb niaga mudah dan gampang,"['punya', 'rekening', 'ponsel', 'jaya', 'lah', 'selalu', 'cimb', 'niaga', 'mudah', 'dan', 'gampang']","['rekening', 'ponsel', 'jaya', 'cimb', 'niaga', 'mudah', 'gampang']","['rekening', 'ponsel', 'jaya', 'cimb', 'niaga', 'mudah', 'gampang']"
2752,"Aplikasi tolol, udah berhasil daftar tapi gabisa login bego nih adminnya melebihi orang bego",negatif,-1,"aplikasi tolol, udah berhasil daftar tapi gabisa login bego nih adminnya melebihi orang bego",aplikasi tolol  udah berhasil daftar tapi gabisa login bego nih adminnya melebihi orang bego,"['aplikasi', 'tolol', 'udah', 'berhasil', 'daftar', 'tapi', 'gabisa', 'login', 'bego', 'nih', 'adminnya', 'melebihi', 'orang', 'bego']","['aplikasi', 'tolol', 'udah', 'berhasil', 'daftar', 'gabisa', 'login', 'bego', 'nih', 'adminnya', 'melebihi', 'orang', 'bego']","['aplikasi', 'tolol', 'udah', 'hasil', 'daftar', 'gabisa', 'login', 'bego', 'nih', 'adminnya', 'lebih', 'orang', 'bego']"
2753,Mantap sekali.. Dan sangat membantu,positif,1,mantap sekali.. dan sangat membantu,mantap sekali  dan sangat membantu,"['mantap', 'sekali', 'dan', 'sangat', 'membantu']","['mantap', 'membantu']","['mantap', 'bantu']"
2754,Amat membantu disaat kita memerlukan sarana transfer dan pembayaran,positif,1,amat membantu disaat kita memerlukan sarana transfer dan pembayaran,amat membantu disaat kita memerlukan sarana transfer dan pembayaran,"['amat', 'membantu', 'disaat', 'kita', 'memerlukan', 'sarana', 'transfer', 'dan', 'pembayaran']","['membantu', 'disaat', 'sarana', 'transfer', 'pembayaran']","['bantu', 'saat', 'sarana', 'transfer', 'bayar']"
2755,"Tolong dong respon nya saya tidak bisa menerima kode otp sama sekali padahal saya sudah isi pulsa, saya hubungi 14041 pun tidak ada suara sama sekali, padahal saya butuh banget saldo nya, sangat kecewa.",negatif,-1,"tolong dong respon nya saya tidak bisa menerima kode otp sama sekali padahal saya sudah isi pulsa, saya hubungi 14041 pun tidak ada suara sama sekali, padahal saya butuh banget saldo nya, sangat kecewa.",tolong dong respon nya saya tidak bisa menerima kode otp sama sekali padahal saya sudah isi pulsa  saya hubungi   pun tidak ada suara sama sekali  padahal saya butuh banget saldo nya  sangat kecewa ,"['tolong', 'dong', 'respon', 'nya', 'saya', 'tidak', 'bisa', 'menerima', 'kode', 'otp', 'sama', 'sekali', 'padahal', 'saya', 'sudah', 'isi', 'pulsa', 'saya', 'hubungi', 'pun', 'tidak', 'ada', 'suara', 'sama', 'sekali', 'padahal', 'saya', 'butuh', 'banget', 'saldo', 'nya', 'sangat', 'kecewa']","['tolong', 'respon', 'nya', 'menerima', 'kode', 'otp', 'isi', 'pulsa', 'hubungi', 'suara', 'butuh', 'banget', 'saldo', 'nya', 'kecewa']","['tolong', 'respon', 'nya', 'terima', 'kode', 'otp', 'isi', 'pulsa', 'hubung', 'suara', 'butuh', 'banget', 'saldo', 'nya', 'kecewa']"
2756,ok,netral,0,ok,ok,['ok'],['ok'],['ok']
2757,"nge-bug, setiap dibuka aplikasi nutup sendiri",negatif,-1,"nge-bug, setiap dibuka aplikasi nutup sendiri",nge bug  setiap dibuka aplikasi nutup sendiri,"['nge', 'bug', 'setiap', 'dibuka', 'aplikasi', 'nutup', 'sendiri']","['nge', 'bug', 'dibuka', 'aplikasi', 'nutup']","['nge', 'bug', 'buka', 'aplikasi', 'nutup']"
2758,"transaksi paling otomatis ,banyak fitur ,cepat ,keamanan terjamin ,ðŸ‘",positif,1,"transaksi paling otomatis ,banyak fitur ,cepat ,keamanan terjamin ,ðÿ‘",transaksi paling otomatis  banyak fitur  cepat  keamanan terjamin  ,"['transaksi', 'paling', 'otomatis', 'banyak', 'fitur', 'cepat', 'keamanan', 'terjamin']","['transaksi', 'otomatis', 'fitur', 'cepat', 'keamanan', 'terjamin']","['transaksi', 'otomatis', 'fitur', 'cepat', 'aman', 'jamin']"
2759,Sangat Bagus untuk Kredit maupun Tabungan.. Saya Nasabah mohon Di Naikkan Limit Kartu Kredit Saya..Terima Kasih,positif,1,sangat bagus untuk kredit maupun tabungan.. saya nasabah mohon di naikkan limit kartu kredit saya..terima kasih,sangat bagus untuk kredit maupun tabungan  saya nasabah mohon di naikkan limit kartu kredit saya terima kasih,"['sangat', 'bagus', 'untuk', 'kredit', 'maupun', 'tabungan', 'saya', 'nasabah', 'mohon', 'di', 'naikkan', 'limit', 'kartu', 'kredit', 'saya', 'terima', 'kasih']","['bagus', 'kredit', 'tabungan', 'nasabah', 'mohon', 'naikkan', 'limit', 'kartu', 'kredit', 'terima', 'kasih']","['bagus', 'kredit', 'tabung', 'nasabah', 'mohon', 'naik', 'limit', 'kartu', 'kredit', 'terima', 'kasih']"
2760,Sangat membantu,positif,1,sangat membantu,sangat membantu,"['sangat', 'membantu']",['membantu'],['bantu']
2761,Top,positif,1,top,top,['top'],['top'],['top']
2762,Apk busuk,negatif,-1,apk busuk,apk busuk,"['apk', 'busuk']","['apk', 'busuk']","['apk', 'busuk']"
2763,gabisa log in ðŸ’”,negatif,-1,gabisa log in ðÿ’”,gabisa log in  ,"['gabisa', 'log', 'in']","['gabisa', 'log', 'in']","['gabisa', 'log', 'in']"
2764,Baik,positif,1,baik,baik,['baik'],[],[]
2765,Aplikasi susah login,negatif,-1,aplikasi susah login,aplikasi susah login,"['aplikasi', 'susah', 'login']","['aplikasi', 'susah', 'login']","['aplikasi', 'susah', 'login']"
2766,Mantap,positif,1,mantap,mantap,['mantap'],['mantap'],['mantap']
2767,"Aplikasi yang bagus dan menurut saya aman, karena hanya 2 pin yg harus diketik secara acak. ada game biar ga bosen dan transfer kebank lain bisa free admin.",positif,1,"aplikasi yang bagus dan menurut saya aman, karena hanya 2 pin yg harus diketik secara acak. ada game biar ga bosen dan transfer kebank lain bisa free admin.",aplikasi yang bagus dan menurut saya aman  karena hanya   pin yg harus diketik secara acak  ada game biar ga bosen dan transfer kebank lain bisa free admin ,"['aplikasi', 'yang', 'bagus', 'dan', 'menurut', 'saya', 'aman', 'karena', 'hanya', 'pin', 'yg', 'harus', 'diketik', 'secara', 'acak', 'ada', 'game', 'biar', 'ga', 'bosen', 'dan', 'transfer', 'kebank', 'lain', 'bisa', 'free', 'admin']","['aplikasi', 'bagus', 'aman', 'pin', 'yg', 'diketik', 'acak', 'game', 'biar', 'ga', 'bosen', 'transfer', 'kebank', 'free', 'admin']","['aplikasi', 'bagus', 'aman', 'pin', 'yg', 'ketik', 'acak', 'game', 'biar', 'ga', 'bosen', 'transfer', 'bank', 'free', 'admin']"
