"Content","Sentiment","Label"
"Withdraw rekening ponsel sudah 1x24 jam belum masuk"" saldo nya !!! Kalo emang transaksi nya gagal balikin dong duit nya ini malah kaga jelas","negatif","-1"
"Mantap","positif","1"
"Sering Muter2 doang... Loadingnya lama.","negatif","-1"
"Di update malah makin lambat. Bukannya membaik. Bintang satu dulu sampe ada perbaikan. Mentok di login screen.","negatif","-1"
"mantap","positif","1"
"Sering forclose","negatif","-1"
"Banyak loading! Ribet! APLIKASI SAMPAH!","negatif","-1"
"Thee best sukses slalu","positif","1"
"Aplikasi tidak dapat dibuka, selalu ada pesan perangkat telah di-root. Padahal hp tidak di root","negatif","-1"
"Awesome","positif","1"
"Mantapp","positif","1"
"Mantaap Sangat membantu","positif","1"
"Selama pemakaian octo belum ada masalah, tolong atm cimb niaga yg sudah lama diganti sering banyak gangguan/offline terimakasih","positif","1"
"Sejak aplikasinya di update, malah ga bisa masuk, jadi saya delete aplikasinya. Bagusan yang dulu, tim IT gimana nih?","negatif","-1"
"Mantaapppp","positif","1"
"Loading lama","negatif","-1"
"Fix, aplikasi mbanking terjelek yg pernah ada. Susah sekali untuk bisa login. Langsung keluar sendiri aplikasinya. Kalo sekali mungkin gak apa. Eh ini berkali kali. Bikin capek aja. FIX, auto pindah bank. Buat nasabah yang lain, ayo semua pindah BANK. Biar server nya jadi lebih ringan","negatif","-1"
"Lancar transaksinya","positif","1"
"ok banget","positif","1"
"Jossssss","positif","1"
"Lebih banyak ATM lebih baik","positif","1"
"Mudah digunakan","positif","1"
"Ez pemakaian","positif","1"
"Tambah Lengkap & Tambah Mudah Digunakan","positif","1"
"Kenapa kok sering keluar sendiri","negatif","-1"
"Oke","netral","0"
"Mantap. Simpel dan mudah di gunakan","positif","1"
"Sudach jost tenan memudahkan nasabah transaksi dimanapun kapanpun no ribet","positif","1"
"sangat membantu","positif","1"
"Kecewa. Ini apk knp ya kok gk bisa di buka pdhl mau buat penting","negatif","-1"
"Aplikasi sampah kagak bisa login sama sekali, passcode kagak muncul sama sekali","negatif","-1"
"Aplikasinya semakin bagus dan user friendly","positif","1"
"Mempermudah transaksi","positif","1"
"Kok close app Mulu yah. Padahal jaringan bagus. Habis update saya kira makin mudah, malah tambah parah.","negatif","-1"
"Aplikasi susah,.di update bukane makin bagus malah gk bisa dibuka..ribet lah..","negatif","-1"
"Saran saya tutup saja aplikasinya","negatif","-1"
"Akhir akhir ini susah banget login. begitu masuk langsung keluar sendiri aplikasinya. diupdate bukan lebih baik malah lebih hancur!!!","negatif","-1"
"Saya top up ewalet dari jam 3 malam sampai jam segini belom masuk saldonya","negatif","-1"
"ðŸ¤©","positif","1"
"Mantaap...semoga untuk opsiÂ² transaksi semakin lengkap ya","positif","1"
"Alhamdulillah skrng kalau buka mbanking ngga pakai pulsaðŸ˜‰","positif","1"
"Mna bonus dr CIMB niaga","netral","0"
"Baik sekali","positif","1"
"Memuaskan.","positif","1"
"Layanan pembuatan rekening di bagian video call sampai 1 hari belum bisa juga, menghubungkan terus,gimana layanan transaksi nya,ga jadi pake deh Edit : Balasan aja pakai bot di semua keluhan wkwkw,mending yang mau daftar jangan dah,ni pegawainya pemalas banget CEO nya ga liat kah kritikan di sini hahah","negatif","-1"
"Nda jelas perasaan udah bener semua malah ujung2 user ID keblokir hapus aja drpd ngecewain konsumen atu nasabah","negatif","-1"
"Ok","netral","0"
"aplikasix gaje laload","negatif","-1"
"Tengh malem suka eror, ditunggu sampe subuhh ttep msih eror","negatif","-1"
"Aplikasik busuk lagi ada kepentingan malah tidak bisa login","negatif","-1"
"Login slalu keluar sendiri, msih bagus fersi yg lama simple, skrng mlh suka gk kebuka","negatif","-1"
"Gak bisa di buka","negatif","-1"
"Aplikasi yang sangat buruk sekali","negatif","-1"
"tidak bs masuk aplikasi...gangguan mulu...","negatif","-1"
"Aplikasi tolo","negatif","-1"
"lemot and sering error kalo malam","negatif","-1"
"Makin lama makin jelek ini apk Tidak bisa di buka padahal urgent banget untuk transfer","negatif","-1"
"Kecewa banget sama aplikasi ini , saya tidak bisa log in ke aplikasi nya","negatif","-1"
"Selalu error tidak bisa login","negatif","-1"
"Sering error gak jelas","negatif","-1"
"Tidak dapat login","negatif","-1"
"wah kacau server down tengah malem dari mbanking - atm mau isi bensin mau mudah jd ribet","negatif","-1"
"Bobrok octo makin di update makin gk jelas","negatif","-1"
"Jeleknya klo malem servernya suka down apknya jdi gk bisa dibuka","negatif","-1"
"Harus ganti perangkat baru bisa.masuk ke aplikasi. Kalau tiap kali update seperti ini repot juga.","negatif","-1"
"Di update bukanya makin bagus malah makin jelek, lemot nge lag pula","negatif","-1"
"Sering error gak bisa login","negatif","-1"
"Tolong dong ini knp gabisa di buka2","netral","0"
"Tetap yg terbaik niagaðŸ¥³ðŸ¥³","positif","1"
"Parah ga bisa login sama sekali eror parah tolonglah jika punya aplikasi di update kinerjanya jangan lelet seperti ini bener2 sangat menganggu","negatif","-1"
"Ngaco sinyal bagus loading mulu","negatif","-1"
"Baik","positif","1"
"Gabagus lemot , masa top up gamasuk dana nya padahal sudah kepotong","negatif","-1"
"sering eror padahal udah di upgrade","negatif","-1"
"Jos","positif","1"
"IT bikin aplikasi gak becus... Setelah tak update lakok keluar sendiri giliran masuk keterangan Maaf perangkat anda tidak dapat mengakses octo mobile... Payah.. sudah aku hapus data atau uninstal sama aja ga bisa masuk..... Sialan","negatif","-1"
"Sangat bermanfaat untuk semuanya","positif","1"
"Sangat bagus","positif","1"
"Good aplikasi","positif","1"
"Hp blm di root knpa ke detek hp gak aman jdi gak bs msuk ke aplikasi? Tolong lahhhh CIMB perbaiki ini octo mobile nya,sya bca komen2 semua kendala bnyak kesamaan msalah msuk tidak bs keterangan hp root jailbreak lah macam2,ini saya jg pake hp standar an","negatif","-1"
"Great.","positif","1"
"Smngat membantu sekali","positif","1"
"Great","positif","1"
"Bagus banget","positif","1"
"Tolong untuk octopay bisa masuk ke pembayaran di lazada atau yang lainnya terimakasih CIMB niaga mendengar masukan dari customer jaya selalu","netral","0"
"semenjak di update aneh setiap masuk aplikasinya keluar sendiri terus, menghambat banget buat transaksi","negatif","-1"
"Mantap sekali apk nya mudah dimengerti dan banyak event2 menarik","positif","1"
"Setelah update, kenapa tidak bisa di buka, sangat kecewa!","negatif","-1"
"Mantaps.","positif","1"
"sering ngelag","negatif","-1"
"Luar biasa mantap harus dipertahankan","positif","1"
"Keren","positif","1"
"ðŸ‘","positif","1"
"Buat apa penampilan bagus tpi Masi mengecewakan Bagus kembali seperti dlu sederhana tapi cepat buat transaksi","negatif","-1"
"Ini gmna sy jg sama ky yg lain tiba2 saat login tdk dpt d proses parahh, layanan jauhh bgt dr bca","negatif","-1"
"Aplikasi ribet ngga canggih, kalau terblokir bisanya pake sms pulsa dan harus SMS yg premium call center kalau ngmng cepet bgt belibet harus ditnya lagi ngmng jgn cepet2 , dan buat aplikasi yg gampang kayak aplikasi sebelah itu lho cepet ngak ribet kyk gini","negatif","-1"
"Mantappp","positif","1"
"Aplikasi sering error tolong perbaikan nya","negatif","-1"
"Sip bagus","positif","1"
"Super cepat mantap","positif","1"
"Urusan jd gampillllll","positif","1"
"setelah sekian lama make di hp ini kok tiba2 notice "" Hp anda pernah di root atau jailbreak "" dan di suruh pakai hp lain! maksudnya apa coba....????????tolong admin segera atasi hal ini secepatnya !!!!!!!!!!!!! hp yg saya gunakan xioami mi 9t pro. duuuhhhh bener t0101 nieh pihak OCTO sekarang boro2 masuk log in buka App ajah dah gak bisa....paraaaahhhh bener2 menghambat banget aktivitas keuangan....","negatif","-1"
"Bagus cara pake nya juga oke fiturnya banyak macamnya jd pas banget ga perlu ke bank klo bisa lwt online ngebantu kita yg mager keluat rumah","positif","1"
"Aplikasi sangat membantu dalam bertransaksi","positif","1"
"Good app","positif","1"
"Good","positif","1"
"Is the bast","positif","1"
"Di versi terbaru semakin memudahkan saya untuk bertransaksi","positif","1"
"update terbaru jadi menarik, ada game yang bisa dimainkan ðŸ‘ðŸ‘ðŸ‘","positif","1"
"Mobile banking yang user friendly. Bener2 mempermudah. Dan suka dpt free transfer other bankðŸ‘ðŸ‘ðŸ‘","positif","1"
"Good app","positif","1"
"Baik bagus sekali","positif","1"
"di banding aplikasi perbank kan lain cuma aplikasi ini yg sering gangguan","negatif","-1"
"Kenapa susah skali buat login. SGT menyebalkan","negatif","-1"
"PAYAH MASAK PINDAH HP BARU G BISA MALAH KE BLOKIR KARENA KATANYA KARTU TIDAK AKTIF MAU AKTIFKAN HARUS KE BANK SEDANGKAN SAYA IN DI DESA TIDAK ADA BANK CIMB NIAGA TELPOB 14041 TIDAK BISA PERCUMA ADA CALL CENTER G ADA GUNANYA","negatif","-1"
"Segala urusan jadi mudah","positif","1"
"Alhamdulillah sudah diperbaiki","positif","1"
"Proses cepat","positif","1"
"Beberapa hari susah login.. Parah niiih.. Dan sampai sekaran ga bisa login dan tiba2 keluar sendiri dr aplikasi... Parah kalian kl bikin aplikasi... Gmn bisa maju","negatif","-1"
"nyesel buka rekening di cimbniaga, apalagi penggunaan mbanking terlalu rumit. tolonglah lebih sederhana lagi","negatif","-1"
"Aplikasi kaga jelas malah merugikan. Beli paket data Indosat yg 5 GB. Malah dapat nya 1 GB. Udah di coba 2 kali transaksi sama ajaahhh...!!! Nyesel pakai CIMB dan Octo mobile","negatif","-1"
"Mantap","positif","1"
"Saat log in Sering keluar sendiri berulang ulang dan error","negatif","-1"
"Terima kasih CIMB sangat cepat pengirimannya dan transaksinya...","positif","1"
"Lagi jelek.nih . Tidak bisa login atau muncul permintaan anda tidak dapat di proses atau layar berwarna hitam dan langsung keluar ke menu home. Tolong diperbaiki cimb niaga. Makasih","negatif","-1"
"Notifikasi promo rajin banget diinbox...pas begitu mau dipake promo alesannya sudah habis...buat apaan lu bikin kode promo pas dipake selalu habis...promo PALSU bin HOAX...","negatif","-1"
"Ok","netral","0"
"Sudah dapat digunakan kembali setelah beberapa hari kirim email ke cimb nya.","netral","0"
"apk sy sering eror di paksa berhenti terus knp ya min","negatif","-1"
"Makin maju n sukses","positif","1"
"Mantap mudah nyaman","positif","1"
"Aplikasinya sudah lebih bagus dari yg sebelumnya. Sangat memudahkan utk melakukan transaksi","positif","1"
"Goodlah","positif","1"
"Nyaman pakai buat transaksi QRIS","positif","1"
"Selalu di hati","positif","1"
"Baik","positif","1"
"Good","positif","1"
"Top Markotop","positif","1"
"Bagus dan Praktis","positif","1"
"Ok","netral","0"
"Aplikasi sangat mudah dan fleksibel.","positif","1"
"Aman dan benar benar membantu dalam transfer uang.","positif","1"
"Sudah update versi terbaru, android juga versi 11 .. masih aja ga bisa log ini .. udah 1 bulan kaya gini .. kirim email ke cimb niaga pun juga sudah .. infonya malah suruh download octo cliks .. dicari di playstore ga ada .. sangat tidak membantu .. tlg segera diperbaiki.","negatif","-1"
"dpt casback 100 lumayan dripada lumanyun","positif","1"
"Bermanfaat.. bagus","positif","1"
"Belum bisa beli reksadana di aplikasi octomobile","netral","0"
"Mantap","positif","1"
"Knp skrg octo mobile jadi susah login? Setiap login malah keluar sendiri, error terus.","negatif","-1"
"Transaksi lbh cepat","positif","1"
"Mantul..bagus, semakin mudah transaksi..","positif","1"
"Melakukan transaksi jadi lebih efektif dan efisien","positif","1"
"Semakin mempermudah transaksi dimana pun dan kapan pun,,terima kasih cimb ðŸ˜","positif","1"
"Update terbaru masih nge bug","negatif","-1"
"di hp baru aplikasi tidak bisa di buka gimana caranya ya","negatif","-1"
"Makin bagus","positif","1"
"Mantap","positif","1"
"Masya Allah... Barakallahufikum","positif","1"
"Sangat cepat dan mudah.transaksi apapun di mobile cimb niaga ini tersedia jdi gmpang klo mau pengisian token listrik atau pun voucer pulsa atau data.terima kasih cimb niaga","positif","1"
"Lagi error ya ..pas mau dibuka selalu nutup sendiri . Mbok ya keluhan2 yang di sini dilihat gitu Ama orang bank..kan males disuruh kirim email ke 14041@","negatif","-1"
"Good job","positif","1"
"DUNGU BGT GW MAU MASUK LOGIN EROR MULU aplikasi sampah","negatif","-1"
"Kenapa ya kaga bisa tarik tunai dari rekpon saldo pulsa ada . Terus kaga bisa jga top up ke gopay malah gagal trus cukup kecewa saya","negatif","-1"
"Octo mobile memang mantap, sangat membantu banget...","positif","1"
"Kok apk ini aneh.. Kemaren di hp 2019 bisa ini hp di 2021 malah gak bisa aneh... Suruh hub 14041 segala... Kan versi android aja pasti yg menang 2021 tapi malah gak bisa","negatif","-1"
"keluar sendiri mulu hadeuh","negatif","-1"
"Kenapa tf dari rekening sendiri ke octo pay/rekening ponsel kena fee 1.500, sebelumnya free. Di free kan donk, kan masih sama-sama punya cimb","negatif","-1"
"Tolong di perbaiki lagi aplikasi Qris nya transaksi pending ber hari"" tidak di selesaikan jg. Promosi kan Qris tapi masih belum bisa dengan aplikasi sebelah","negatif","-1"
"Memudahkan kita untuk melakukan transaksi","positif","1"
"Kasih bintang 1 aja,karena sejak update jadi force close terus.","negatif","-1"
"Layanan dalam aplikasi bagus dan sangat membantu.","positif","1"
"setelah update malah susah untuk login","positif","1"
"Bagus","positif","1"
"ok","netral","0"
"Hey bank CIMB niaga anda tau tidak kegiatan customer service anda yg sering nawarinÂ² kartu kredit itu sangat menganggu setiap hri telfon dengan nomorÂ² yg berbeda. Cari duit susah iya sama gw jg susah cari duit jd jgn ngajarin ngutang.","negatif","-1"
"pas lagi butuh cash, tauÂ² maintenance. app g bisa tarik tunai ( kecewa )","negatif","-1"
"Dari beberapa mbangking yg saya pake.. Cuma ini yg bikin emosi.. Eror terus Udah nlp ke call center udah via email ttp ga ada solusi","negatif","-1"
"Sampai saat ini sangat membantu setiap transaksi saya. ðŸ‘ðŸ™‚","positif","1"
"Ok","netral","0"
"Ni kenapa ya gak bisa log in octomobile nya...sore ini, pdhl mau isi ulang token listrik... lwt octomobile apa ada gamgguan..","negatif","-1"
"Mantap","positif","1"
"Kalo ada bintang nol mau deh di kasih, apk+bank sering eror, gabisa masuk ke apk nya code ga muncul , atm dan kantor bank jauh tidak merata. Ambil di *rilink gabisa eror ah kacauðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘Ž","negatif","-1"
"Membantu sekali","positif","1"
"Tolong lah sinyal dah full 4G Masih aja lemot banget saat bagian beranda haduhh","negatif","-1"
"Mantap","positif","1"
"Mantaaaab sudah normal lagiii","positif","1"
"Mudah Dan tidak dikenakan pulsa lgi","positif","1"
"Ok lh","positif","1"
"Mantap tingkatkan terus pelayanan nya bagi nasabah â¤ï¸","positif","1"
"aplikasi tolol","negatif","-1"
"Aku suka punya akun di bank niaga transfer tdk pakai biaya dg cicilan 3 bln 0% nya aku tertolong sekali tdk ada riba nya dan berharap sekali Cicilan 6 bln dan selanjutnya jg 0 %","positif","1"
"Gimana ini masuk mbanking octo ga bisa mulu, kluar ga jelas mulu. Perbaikin dong min sistem nya","negatif","-1"
"Bagus, mempermudah saya. Trims","positif","1"
"Bagus","positif","1"
"Tidak pernah bisa login, octo sekarang kurang bagus, lebih bagus yg dulu daripada yg sekarang aplikasinya ðŸ˜ª","negatif","-1"
"Ko ada denda takhwid 100 ribu belom jatuh tempo nggak jelas utangnya bkn berkurang d bayar kan makin nambah syariah ktanya ga jelas","negatif","-1"
"Selalu membantu sekali setiap transaksi yg saya butuhkan","positif","1"
"Keren","positif","1"
"Terimakasih sangat membantu","positif","1"
"Bagus","positif","1"
"kerenn","positif","1"
"Saya pemakai SIM NIAGA.","positif","1"
"Ok and good","positif","1"
"Aplikasinya berat. Kalo mau transaksi kena potong pulsa. aplikasinya juga sering gak bisa di buka.","negatif","-1"
"Aplikasi sering crash semoga update selanjut nya stabil baru bintang 5 lagi","negatif","-1"
"keren","positif","1"
"Bagus sekali membantu perbankan","positif","1"
"Buset gara2 gw ganti hp ga bisa buka Octo mobile, ATM lu pada ga bener lu cek atm di pom bensin joglo sama di pom mencong bikin kartu ketelen , giliran ketelen aplikasi Octo mobile bikin ribet , perbarui fasilitas kirim kode otp ke wa / Gmail / via tlp jangan jadul banget dari sms","negatif","-1"
"Rekening ponsel saya tidak bisa di akses, padahal masih ada uang yg mengendap, lumayan buat beli beras.","negatif","-1"
"Hadeh kenapa saya mau login keluar trus","negatif","-1"
"Simple","positif","1"
"Ini saya mau transfer kok ga bisa ya ? Katany aplikasi in ad bug, ga ada piluhan rekening cuma ada octo pay.","negatif","-1"
"Bagus...banyak promonya...cashback uang ...bukan poin...mantaplah","negatif","-1"
"Bisa menghemat biaya transaksi","positif","1"
"Jadi simple gak ribet dengan octo","positif","1"
"Oke sangat membantu","positif","1"
"susah log in","positif","1"
"tidak berfungsi sejak update minggu kemaren.. payah.... mana udah kebiasa pake m-banking cimb malah mengecewakan parah..","negatif","-1"
"Membantu segala transaksi","positif","1"
"User ID saya diblokir saya hubungi TPI tidak ada respon samasekali, sumpah sangat mengecewakan","negatif","-1"
"Praktis","positif","1"
"Apa cuma saya yang ngerasa ga bisa pake aplikasi ini dengan lancar","negatif","-1"
"Sangat membantu","positif","1"
"Aneh nih apk,bukannya membantu malah bikin pusing","negatif","-1"
"Tidak bisa dibuka","negatif","-1"
"Apa apaan ini login ga bisa2 udh coba berulang kali masih harus masukin pass code","negatif","-1"
"ko sekarang jadi susah login.tidak terhubung ke internet? apa harus pakai seluler terus? tidak bisa pakai wifi? pake seluler lancar pakai wifi ga bisa login tulisannya tidak ada internet","negatif","-1"
"Untuk teman2 yang mengalami aplikasi force close, bisa dicoba cara sbb: 1. Uninstall aplikasi OCTO Mobile 2. Restart HP 3. Install lagi aplikasi OCTO Mobile 4. Login ulang 5. Berhasil Mudah2an bermanfaat...Aamiin...","negatif","-1"
